node name,Entrez Gene ID,promote proliferation,evade growth repressor,resist cell death,enable replicative immortality,Induce angiogenesis,Activate invasion & metastasis,Reprogramme energy metabolism,Evade immune destruction,Genome instability,Tumor promoting inflammation
FOXP3,50943,1,1,0,0,0,1,0,1,0,1
IREB2,3658,0,0,0,0,0,0,1,0,0,0
MTCP1,4515,1,0,0,0,0,0,0,0,0,0
PGRMC1,10857,0,0,0,0,0,0,0,0,0,0
KCNJ4,3761,0,0,0,0,1,0,0,0,0,0
IGFBP6,3489,1,1,0,0,0,0,0,0,0,0
EEF1A1,1915,0,0,0,0,0,0,0,0,0,0
ZNF259,8882,0,0,0,0,0,0,0,0,0,0
MDGA1,266727,0,0,0,0,0,1,0,0,0,0
HAX1,10456,0,0,1,0,0,1,0,0,0,0
KCNIP3,30818,0,0,0,0,1,0,0,0,0,0
KCND2,3751,0,0,0,0,1,0,1,0,0,0
LATS1,9113,1,1,1,0,0,1,0,0,0,0
RPS6KB2,6199,0,0,0,0,0,0,0,0,0,0
NFIX,4784,0,0,0,0,0,0,0,0,0,0
FBXO2,26232,1,1,0,0,0,0,0,0,0,0
RNF128,79589,0,0,0,0,0,0,0,0,0,0
SLC9A3R2,9351,0,0,0,0,0,0,0,0,0,0
FGF5,2250,1,0,0,0,0,0,0,0,0,0
CTSB,1508,0,0,1,0,0,0,0,1,0,0
C19orf61,56006,0,0,0,0,0,0,0,0,0,0
SMG1,23049,0,0,0,1,0,0,0,0,1,0
KLRC3,3823,0,0,0,0,0,0,0,0,0,0
PDGFC,56034,1,0,0,0,0,1,0,0,0,1
PDHX,8050,0,0,0,0,0,0,0,0,0,0
PDHB,5162,0,0,0,0,0,0,1,0,0,0
DNAJB4,11080,0,0,0,0,0,0,0,0,0,0
HES5,388585,1,0,0,0,0,1,0,0,0,0
ULBP2,80328,0,0,0,0,0,0,0,1,0,0
SNORA62,6044,0,0,0,0,0,0,0,0,0,0
KRT19,3880,0,0,0,0,0,1,0,0,0,0
C1S,716,0,0,0,0,0,0,0,1,0,0
C4B,721,0,0,0,0,0,0,0,1,0,1
P4HB,5034,0,0,1,0,0,0,1,0,0,0
CCL16,6360,0,0,0,0,0,1,0,1,0,1
HNF1B,6928,1,0,1,0,0,0,0,0,0,0
KIF12,113220,0,0,0,0,0,0,0,0,0,0
KIR2DL1,3802,0,0,0,0,0,0,0,1,0,0
SYNJ1,8867,0,0,0,0,0,0,0,1,0,0
CARD10,29775,0,0,1,0,0,0,0,0,0,0
FECH,2235,0,0,0,0,0,0,0,0,0,0
ACSL5,51703,0,0,1,0,0,0,0,0,0,0
RASSF5,83593,1,1,0,0,0,0,0,0,0,0
GRIN2C,2905,0,0,0,0,0,0,0,0,0,0
HLA-DMA,3108,0,0,0,0,0,0,0,1,0,0
ACAP2,23527,0,0,0,0,0,0,0,0,0,0
NUP93,9688,1,0,0,0,0,0,0,0,0,0
NOX3,50508,0,0,0,0,0,0,0,0,0,0
RCAN1,1827,0,0,0,0,1,0,0,0,0,0
CAPZB,832,0,0,0,0,0,1,0,0,0,1
PIP5K1A,8394,0,0,0,0,0,1,0,1,0,0
LTB,4050,0,0,0,0,0,0,0,1,0,0
PKM2,5315,0,0,0,0,0,0,0,0,0,0
POU5F1,5460,1,0,0,0,0,0,0,0,0,0
RRM1,6240,1,0,0,0,0,0,0,0,0,0
AGTR2,186,1,1,1,0,1,1,0,0,0,1
EDN3,1908,1,0,0,0,1,1,0,0,0,0
SND1,27044,0,0,0,0,0,0,0,0,0,0
RTKN,6242,0,0,0,0,0,0,0,0,0,0
KIR2DL5A,57292,0,0,0,0,0,0,0,0,0,0
RBM27,54439,0,0,0,0,0,0,0,0,0,0
UBE2D2,7322,0,0,0,0,0,0,1,1,0,0
SALL4,57167,1,0,0,0,0,0,0,0,0,0
NUMBL,9253,1,0,0,0,0,1,0,0,0,0
PEX10,5192,0,0,0,0,0,0,0,0,0,0
PEX12,5193,0,0,0,0,0,0,0,0,0,0
CDK8,1024,1,0,0,0,0,0,0,0,0,0
RAG2,5897,1,0,0,0,0,1,0,0,0,0
TIMP4,7079,0,0,0,0,0,0,0,0,0,0
SYNJ2,8871,0,0,0,0,0,0,0,0,0,0
GUCY1A3,2982,0,0,0,0,1,0,0,0,0,0
PRKG1,5592,0,0,0,0,1,1,0,0,0,1
CR2,1380,1,0,0,0,0,0,0,1,0,0
CTF1,1489,1,0,0,0,0,0,0,0,0,0
CALB1,793,0,0,0,0,0,0,0,0,0,0
FIZ1,84922,0,0,0,0,0,0,0,0,0,0
NRL,4901,0,0,0,0,0,0,0,0,0,0
ROR2,4920,1,1,0,0,0,1,0,0,0,0
BMP8B,656,0,0,1,0,0,0,0,0,0,0
PLA2G12B,84647,0,0,0,0,0,0,0,0,0,0
SFTPA2,729238,0,0,0,0,0,0,0,0,0,0
KLF13,51621,1,1,0,0,0,0,0,0,0,0
NXF1,10482,0,0,0,0,0,0,0,0,0,0
EPS8,2059,1,0,0,0,0,1,0,0,0,0
MAPKSP1,8649,0,0,0,0,0,0,0,0,0,0
IL24,11009,1,1,0,0,0,1,0,1,0,1
CHGB,1114,0,0,0,0,0,0,0,0,0,0
MPL,4352,1,0,0,0,0,0,0,0,0,0
PIK3C3,5289,1,0,0,0,0,0,0,1,0,0
PLOD1,5351,0,0,0,0,0,0,0,0,0,0
ARPC5L,81873,0,0,0,0,0,1,0,0,0,0
CRHBP,1393,0,1,0,0,0,0,0,0,0,1
CKS1A,137529,0,0,0,0,0,0,0,0,0,0
HMMR,3161,1,0,0,0,0,0,0,0,0,0
NT5E,4907,0,0,0,0,0,1,0,0,0,1
PORCN,64840,0,0,0,0,0,0,0,0,0,0
ETV4,2118,1,1,0,0,0,1,0,0,0,0
BCKDHB,594,0,0,0,0,0,0,0,0,0,0
HEY1,23462,0,1,0,0,1,1,0,0,0,0
PYGB,5834,0,0,0,0,0,0,0,0,0,0
RAP2B,5912,0,0,0,0,0,1,0,0,0,1
PLCE1,51196,1,0,0,0,0,0,0,0,0,0
ALPI,248,0,0,0,0,0,0,0,0,0,0
HMGB2,3148,1,1,1,0,0,1,0,1,1,1
RRAGD,58528,1,1,0,0,0,0,0,0,0,0
GGA3,23163,0,0,0,0,0,0,0,0,0,0
EPN1,29924,0,1,0,0,0,0,0,1,0,0
LOC728622,728622,0,0,0,0,0,0,0,0,0,0
ULK3,25989,0,1,0,1,0,0,0,0,0,0
SHANK3,85358,0,0,0,0,0,1,0,0,0,0
PLA2G2A,5320,0,0,0,0,0,0,0,0,0,1
LRP1,4035,1,1,1,0,0,1,0,1,0,0
RECK,8434,0,0,0,0,0,1,0,0,0,0
SLA,6503,0,0,0,0,0,0,0,0,0,0
STON1,11037,0,0,0,0,0,0,0,1,0,0
SV2A,9900,0,0,0,0,0,0,0,0,0,0
LUC7L2,51631,0,0,0,0,0,0,0,0,0,0
STXBP6,29091,0,0,0,0,0,0,0,0,0,0
PTP4A2,8073,0,0,0,0,0,0,0,0,0,0
ALDH1A1,216,0,0,0,0,0,0,0,0,0,0
MNAT1,4331,1,0,1,0,0,0,0,0,1,0
CHMP5,51510,1,0,0,0,0,0,0,0,0,0
CD14,929,0,1,0,0,0,0,0,1,0,1
VCAN,1462,0,0,0,0,0,1,0,0,0,0
ADCY3,109,1,0,0,0,0,0,0,0,0,0
PIM1,5292,1,0,1,0,0,0,0,0,0,0
DVL1L1,8215,0,0,0,0,0,0,0,0,0,0
IGHA1,3493,0,0,0,0,0,0,0,1,0,0
RNF125,54941,0,0,0,0,0,0,0,1,0,0
DDX58,23586,0,0,0,0,0,1,0,1,0,0
CRTC2,200186,0,0,0,0,0,0,1,0,0,0
MCL1,4170,0,1,1,0,0,0,0,0,0,0
PDE4D,5144,0,0,0,0,1,1,0,1,0,0
FBXO5,26271,1,1,0,0,0,0,0,0,0,0
CASP5,838,0,0,1,0,0,0,0,0,0,1
CDH11,1009,0,0,0,0,0,1,0,0,0,0
GDF9,2661,1,1,1,0,0,0,0,0,0,0
POLA2,23649,1,0,0,1,0,0,0,0,0,0
FOXG1,2290,0,0,0,0,0,0,0,0,0,0
LGI3,203190,0,0,0,0,0,0,0,0,0,0
PCYT1A,5130,0,0,0,0,0,0,0,0,0,0
RANGAP1,5905,1,0,0,0,0,0,0,0,0,0
ADAR,103,0,1,1,0,0,0,0,1,0,0
ILF3,3609,0,0,0,0,0,0,0,0,0,0
MTA3,57504,1,0,0,0,0,0,0,0,0,0
DNM1,1759,0,1,0,0,0,0,0,1,0,0
GALNS,2588,0,0,0,0,0,0,0,0,0,0
ECT2,1894,1,0,1,0,0,1,0,0,0,0
TRPM6,140803,0,0,0,0,0,0,0,0,0,0
TRPM7,54822,0,0,0,0,0,1,0,0,0,0
SH2D1A,4068,0,0,0,0,0,0,0,1,0,0
ADRB1,153,0,0,0,0,1,0,0,0,0,0
KLRC1,3821,0,0,0,0,0,0,0,1,0,0
DLL4,54567,1,1,0,0,1,1,0,0,0,0
KLF5,688,0,0,0,0,1,1,0,0,0,0
ARHGEF1,9138,1,0,0,0,0,1,0,0,0,0
MAPK8IP1,9479,0,1,1,0,0,0,0,0,0,0
GTF2I,2969,0,0,0,0,1,0,0,0,0,0
RTN4,57142,1,1,1,0,0,1,0,0,0,0
RTN4R,65078,1,1,0,0,0,1,0,0,0,0
KCNIP4,80333,0,0,0,0,1,0,0,0,0,0
PPM1F,9647,0,0,1,0,0,1,0,0,0,0
LLGL1,3996,1,0,0,0,0,1,0,0,0,0
TAPBP,6892,0,0,0,0,0,0,0,1,0,0
TADA2B,93624,0,0,0,0,0,0,0,0,0,0
PTP4A1,7803,1,0,0,0,0,1,0,0,0,0
IL19,29949,0,1,1,0,0,0,0,1,0,1
POLR1C,9533,0,0,0,0,0,0,0,0,0,0
ADCYAP1,116,1,1,1,0,1,1,0,1,0,1
ENPEP,2028,1,0,0,0,1,1,0,0,0,0
BCL2L2,599,1,1,1,0,0,0,0,0,0,0
BIK,638,0,0,1,0,0,0,0,0,0,0
LHCGR,3973,0,0,0,0,0,0,0,0,0,0
RBP1,5947,0,0,0,0,0,0,0,0,0,0
TRAF5,7188,0,0,1,0,0,0,0,0,0,0
SUMF1,285362,0,0,0,0,0,0,0,0,0,0
SGSH,6448,0,0,0,0,0,0,0,0,0,0
RGS9BP,388531,0,1,0,0,0,0,0,0,0,0
PDE6C,5146,0,0,0,0,0,0,0,0,0,0
ZCCHC12,170261,0,0,0,0,0,0,0,0,0,0
EEF1G,1937,0,0,0,0,0,0,0,0,0,0
EEF1D,1936,0,0,0,0,0,0,0,0,0,0
NR1I3,9970,0,0,0,0,0,0,0,0,0,0
NME2,4831,1,0,1,0,0,1,0,0,0,0
KLRD1,3824,0,0,0,0,0,0,0,1,0,0
ISG20,3669,1,0,0,0,0,0,0,1,0,0
SLC5A7,60482,0,0,0,0,0,0,0,0,0,0
ATP6V1G3,127124,0,0,0,0,0,0,0,0,0,0
GDF11,10220,1,1,1,0,0,0,0,0,0,0
SART3,9733,1,0,0,0,0,0,0,0,0,0
CSF3R,1441,0,0,0,0,0,1,0,0,0,0
PI4KB,5298,0,0,0,0,0,0,0,1,0,0
CLDN3,1365,0,0,0,0,0,1,0,0,0,0
MYCT1,80177,0,0,0,0,0,0,0,0,0,0
RFWD2,64326,0,0,0,0,0,0,0,0,0,0
MYLK3,91807,0,0,0,0,1,1,0,0,0,1
MAD2L1,4085,1,1,1,0,0,0,0,0,0,0
ESRRG,2104,0,0,0,0,0,0,0,0,0,0
PLK2,10769,1,1,1,0,0,1,0,0,1,0
CIAO1,9391,1,0,0,0,0,0,0,0,0,0
FCGR1A,2209,0,0,0,0,0,0,0,1,0,0
STK40,83931,0,0,1,0,0,0,0,0,0,0
CCNG1,900,1,0,0,0,0,0,0,0,0,0
NCF1,653361,0,0,0,0,0,0,0,1,0,0
PSIP1,11168,0,0,0,0,0,0,0,0,0,0
EIF3D,8664,0,0,0,0,0,0,0,0,0,0
BDKRB1,623,1,1,0,0,1,1,0,0,0,1
SMPD3,55512,1,0,0,0,0,0,0,0,0,0
DNMT3L,29947,0,0,0,0,0,0,0,0,0,0
DNMT3A,1788,1,0,0,0,0,0,1,0,0,0
GFI1,2672,1,0,0,0,0,1,0,1,0,0
AQP1,358,1,0,1,0,1,1,1,0,0,0
LCP1,3936,0,0,0,0,0,1,0,1,0,1
ORC1L,4998,0,0,0,0,0,0,0,0,0,0
DSPP,1834,0,0,0,0,0,0,0,0,0,0
MEOX2,4223,0,0,0,0,1,0,0,0,0,0
PFDN2,5202,0,0,0,0,0,0,0,0,0,0
APOA2,336,0,0,0,0,0,0,0,1,0,1
CPS1,1373,0,0,0,0,1,0,0,0,0,0
NME3,4832,0,0,1,0,0,0,0,0,0,0
KIR2DS4,3809,0,0,0,0,0,0,0,1,0,0
EBP,10682,0,0,0,0,0,0,0,0,0,0
S1PR5,53637,0,0,0,0,0,0,0,0,0,0
GPR160,26996,0,0,0,0,0,0,0,0,0,0
GABRA5,2558,0,0,1,0,0,0,0,0,0,0
NUDT4,11163,0,0,0,0,0,0,0,0,0,0
NXPH3,11248,0,0,0,0,0,0,0,0,0,0
NRXN1,9378,0,0,0,0,1,1,0,0,0,0
INSL5,10022,0,0,0,0,0,0,0,0,0,0
RLN1,6013,0,0,0,0,0,0,0,0,0,0
SORL1,6653,0,1,0,0,0,1,0,1,0,0
BIN2,51411,0,0,0,0,0,1,0,1,0,0
FDPS,2224,0,0,0,0,0,0,0,0,0,0
PLIN2,123,0,0,0,0,0,0,0,0,0,0
KRT5,3852,0,0,0,0,0,1,0,0,0,0
CEBPZ,10153,0,0,0,0,0,0,0,0,0,0
HSPA1B,3304,0,1,1,0,0,0,0,1,0,0
TIMP1,7076,1,0,1,0,0,1,0,0,0,1
KIF23,9493,1,0,0,0,0,1,0,0,0,0
PRDX1,5052,1,0,0,0,0,0,0,1,0,0
FAM123B,139285,0,0,0,0,0,0,0,0,0,0
ITGAX,3687,0,0,0,0,0,1,0,0,0,0
CAV3,859,1,1,0,0,1,1,0,1,0,1
NAP1L1,4673,1,0,0,0,0,0,0,0,0,0
DCTN4,51164,0,0,0,0,0,0,0,0,0,0
NCOA7,135112,0,0,0,0,0,0,0,0,0,0
MCF2L,23263,0,0,1,0,0,0,0,0,0,0
ARFGAP2,84364,0,0,0,0,0,0,0,0,0,0
TGM2,7052,0,0,1,0,0,1,0,1,0,0
CSTF2,1478,0,0,0,0,0,0,0,0,0,0
MIS18BP1,55320,1,0,0,0,0,0,0,0,0,0
RGS16,6004,0,1,0,0,0,0,0,0,0,0
TLR7,51284,0,0,0,0,0,0,0,1,0,1
LOC729991-MEF2B,4207,0,0,0,0,0,0,0,0,0,0
LASP1,3927,0,0,0,0,0,0,0,0,0,0
HTT,3064,1,1,1,0,0,1,0,0,0,0
CDX2,1045,1,0,0,0,0,1,0,0,0,0
POP7,10248,0,0,0,0,0,0,0,0,0,0
IFITM1,8519,1,1,0,0,0,1,0,1,0,0
NMRAL1,57407,0,0,0,0,0,0,0,0,0,0
PITRM1,10531,0,0,0,0,0,0,0,0,0,0
SSH1,54434,0,0,0,0,0,1,0,0,0,0
ERN1,2081,1,1,0,0,0,0,0,0,0,0
RAPGEF3,10411,1,0,1,0,1,1,0,0,0,0
ZNF414,84330,0,0,0,0,0,0,0,0,0,0
PIGR,5284,0,0,0,0,0,0,0,1,0,0
NEFL,4747,0,0,1,0,0,1,0,0,0,0
FANCI,55215,1,1,0,0,0,0,0,0,1,0
TLR9,54106,0,1,0,0,0,1,0,1,0,1
NTSR1,4923,0,0,1,0,1,0,0,0,0,0
EXOSC7,23016,0,0,0,0,0,0,0,0,0,0
SIN3B,23309,0,0,0,0,0,0,0,0,0,0
BAG4,9530,0,0,1,0,0,1,0,0,0,0
CALCRL,10203,1,0,0,0,1,0,0,1,0,1
RCHY1,25898,0,0,0,0,0,0,0,0,1,0
ACIN1,22985,0,0,1,0,0,0,0,0,0,0
FAM110D,79927,0,0,0,0,0,0,0,0,0,0
IL22RA2,116379,0,0,0,0,0,0,0,0,0,1
XRCC5,7520,1,0,0,1,0,0,0,0,1,0
KIR2DS5,3810,0,0,0,0,0,0,0,1,0,0
SPCS1,28972,0,0,0,0,0,0,0,0,0,0
RPN1,6184,0,0,0,0,0,0,0,0,0,0
PPYR1,5540,0,0,0,0,0,0,0,0,0,0
CDC25B,994,1,0,0,0,0,0,0,0,0,0
GRM5,2915,0,0,0,0,0,0,0,0,0,0
CLDN16,10686,0,0,0,0,0,1,0,0,0,0
SCYL3,57147,0,0,0,0,0,1,0,0,0,0
CYCS,54205,0,0,1,0,0,0,0,0,0,0
SKI,6497,1,1,1,0,0,0,0,0,0,0
MLH1,4292,1,0,0,0,0,0,0,1,1,0
POLR1B,84172,0,0,0,0,0,0,0,0,0,0
ACP1,52,0,0,0,0,0,0,0,0,0,0
TRRAP,8295,0,0,0,0,0,0,0,0,1,0
KIRREL,55243,0,0,0,0,0,1,0,0,0,0
LAYN,143903,0,0,0,0,0,0,0,0,0,0
CES8,283848,0,0,0,0,0,0,0,0,0,0
EPHA6,285220,0,0,0,0,0,0,0,0,0,0
TCEA1,6917,0,0,0,0,0,0,0,0,1,0
PDE3A,5139,1,0,1,0,1,0,0,0,0,0
RIN1,9610,0,0,0,0,0,0,0,1,0,0
TUBA3D,113457,0,0,0,0,0,0,0,0,0,0
OXSR1,9943,0,0,0,0,0,0,0,0,0,0
SLC12A2,6558,0,0,0,0,0,0,0,0,0,0
POLR2K,5440,0,0,0,0,0,0,0,0,1,0
BARX2,8538,0,0,0,0,0,0,0,0,0,0
CDH17,1015,0,0,0,0,0,1,0,1,0,0
APLN,8862,1,0,0,0,1,0,0,1,0,0
APLNR,187,0,0,0,0,0,0,0,0,0,0
CDH5,1003,1,1,0,0,0,1,0,0,0,0
PTPRJ,5795,1,1,0,0,1,1,0,1,0,0
RAB2A,5862,0,0,0,0,0,0,0,0,0,0
TNFSF13,8741,1,0,0,0,0,0,0,1,0,0
RA3,474223,0,0,0,0,0,0,0,0,0,0
NOD2,64127,1,0,1,0,0,1,0,1,0,1
PARD6G,84552,1,0,0,0,0,1,0,0,0,0
ELF3,1999,0,0,0,0,0,0,0,0,0,1
MMS19,64210,0,0,0,0,0,0,0,0,1,0
SYT2,127833,1,0,0,0,0,1,0,1,0,0
CLK4,57396,0,0,0,0,0,0,0,0,0,0
CD69,969,0,0,0,0,0,0,0,0,0,0
CBX1,10951,0,0,0,0,0,0,0,0,0,0
SLC1A5,6510,0,0,0,0,0,0,0,0,0,0
LARP1,23367,1,0,0,0,0,0,0,0,0,0
ARHGEF5,7984,0,0,0,0,0,1,0,0,0,0
DOCK7,85440,1,0,0,0,0,1,0,0,0,0
LDLR,3949,0,0,0,0,0,0,0,1,0,0
DMBT1,1755,0,0,0,0,0,0,0,1,0,0
ZBTB16,7704,1,1,1,0,0,1,0,0,0,0
REC8,9985,1,0,0,0,0,0,0,0,1,0
ZNF626,199777,0,0,0,0,0,0,0,0,0,0
SLIT2,9353,1,1,1,0,1,1,0,0,0,1
PPM1M,132160,0,0,0,0,0,0,0,0,0,0
ADCY7,113,0,0,0,0,0,0,0,0,0,0
IL21,59067,1,0,0,0,0,1,0,1,0,1
PI3,5266,0,0,0,0,0,0,0,0,0,0
ITSN1,6453,0,0,1,0,0,0,0,1,0,0
ZNFX1,57169,0,0,0,0,0,0,0,0,0,0
FERMT2,10979,0,0,0,0,0,1,0,0,0,0
FBLIM1,54751,0,0,0,0,0,1,0,0,0,0
PBK,55872,1,1,0,0,0,0,0,0,0,1
AHSP,51327,0,0,0,0,0,0,0,0,0,0
TCF7L1,83439,0,0,0,0,0,0,0,0,0,0
LOC652346,652346,0,0,0,0,0,0,0,0,0,0
QKI,9444,0,0,0,0,1,0,0,0,0,0
OS9,10956,0,0,0,0,0,0,0,0,0,0
EGLN3,112399,1,0,1,0,0,0,1,0,0,0
NUDC,10726,1,0,0,0,0,0,0,0,0,0
HEY2,23493,1,1,1,0,1,1,0,0,0,0
KTN1,3895,0,0,0,0,0,0,0,0,0,0
CHN1,1123,0,0,0,0,0,1,0,0,0,0
ATP6V0D2,245972,0,0,0,0,0,0,0,0,0,0
ATP6V1G1,9550,0,0,0,0,0,0,0,0,0,0
IL9,3578,1,0,0,0,0,0,0,1,0,1
MUC4,4585,0,0,0,0,0,1,0,0,0,0
CLDN2,9075,0,0,0,0,0,1,0,0,0,0
MIF,4282,1,1,1,0,0,1,0,1,0,1
ANXA5,308,0,0,1,0,0,0,0,0,0,1
NCF1C,654817,0,0,0,0,0,0,0,0,0,0
DEK,7913,0,0,0,0,0,0,0,0,1,0
PLA2G1B,5319,1,0,0,0,0,1,0,1,0,0
IL20RA,53832,0,0,1,0,0,0,0,0,0,0
EPPK1,83481,0,0,0,0,0,0,0,0,0,0
SSTR1,6751,1,1,0,0,0,0,0,0,0,0
MYOM2,9172,0,0,0,0,0,0,0,0,0,0
ADRA1D,146,1,0,0,0,1,0,0,0,0,0
YEATS4,8089,1,0,0,0,0,0,0,0,0,0
TESK1,7016,0,0,0,0,0,0,0,0,0,0
CPT2,1376,0,0,0,0,0,0,0,0,0,0
PELP1,27043,0,0,0,0,0,0,0,0,0,0
SIRPA,140885,0,0,0,0,0,1,0,0,0,0
RBBP9,10741,1,0,0,0,0,0,0,0,0,0
ZEB2,9839,1,0,0,0,0,1,0,0,0,0
FGFBP1,9982,1,1,0,0,0,0,0,0,0,0
RUNX3,864,1,1,0,0,0,0,0,0,0,0
EBF4,57593,0,0,0,0,0,0,0,0,0,0
SIPA1,6494,1,1,0,0,0,1,0,0,0,0
CPLX1,10815,0,0,0,0,0,0,0,0,0,0
ADAM9,8754,0,0,0,0,0,1,0,0,0,0
DAP3,7818,0,0,0,0,0,0,0,0,0,0
TNFRSF10A,8797,1,1,1,0,0,0,0,1,0,1
TLR5,7100,0,0,0,0,0,0,0,1,0,1
MAP1B,4131,1,0,0,0,0,1,0,0,0,0
TSG101,7251,1,1,0,0,0,0,0,1,0,0
PEA15,8682,1,1,1,0,0,0,1,0,1,0
URI1,8725,1,1,1,0,0,0,0,0,0,0
TMSB4Y,9087,0,0,0,0,0,1,0,0,0,0
SLC6A3,6531,0,0,0,0,0,0,0,0,0,0
TYR,7299,1,0,0,0,0,0,0,0,0,0
TBL1XR1,79718,0,0,0,0,0,0,0,0,0,0
TIRAP,114609,1,0,0,0,0,1,0,1,0,1
NOV,4856,1,1,0,0,1,1,0,0,0,1
FASN,2194,0,0,0,0,0,0,0,0,0,0
RAPGEF2,9693,1,1,1,0,1,1,0,0,0,0
GH2,2689,0,0,0,0,0,0,0,0,0,0
MUC20,200958,0,0,0,0,0,0,0,0,0,0
CYFIP2,26999,0,0,0,0,0,1,0,1,0,0
NLRX1,79671,0,1,0,0,0,0,0,1,0,1
CNGA3,1261,0,0,0,0,0,0,0,0,0,0
CNGB3,54714,0,0,0,0,0,0,0,0,0,0
HOMER3,9454,0,0,0,0,0,0,0,0,0,0
CHRM5,1133,1,0,0,0,0,0,0,0,0,0
SET,6418,0,0,1,0,0,0,0,0,0,0
KIR2DS2,100132285,0,0,0,0,0,0,0,1,0,0
C4BPB,725,0,0,0,0,0,0,0,1,0,1
TWIST1,7291,1,1,1,1,1,1,1,0,1,0
DAAM2,23500,0,0,0,0,0,1,0,0,0,0
MUSK,4593,0,0,0,0,0,0,0,0,0,0
EIF3G,8666,0,0,0,0,0,0,0,0,0,0
AIP,9049,0,0,0,0,0,0,0,0,0,0
DKK4,27121,0,1,0,0,0,0,0,0,0,0
ECE1,1889,0,0,0,0,1,0,0,0,0,0
POLH,5429,0,0,0,0,0,0,0,0,1,0
PPP2R2B,5521,0,0,0,0,0,0,0,0,0,0
BOK,666,1,0,1,0,0,0,0,0,0,0
PTX3,5806,0,0,0,0,0,0,0,1,0,1
RARRES2,5919,0,0,0,0,0,1,1,0,0,1
CMKLR1,1240,0,0,0,0,0,1,0,1,0,0
SMARCA2,6595,1,1,0,0,0,0,0,0,0,0
MAT2A,4144,0,0,0,0,0,0,0,0,0,0
CRLF1,9244,1,0,1,0,0,0,0,0,0,0
NFYC,4802,0,0,0,0,0,0,0,0,0,0
ADCYAP1R1,117,0,0,0,0,0,0,0,0,0,0
RGMA,56963,1,1,0,0,0,1,0,0,0,0
NFYA,4800,0,0,0,0,0,0,0,0,0,0
ZHX1,11244,0,0,0,0,0,0,0,0,0,0
POU2F1,5451,0,0,0,0,0,0,0,0,0,0
CDX4,1046,0,0,0,0,0,0,0,0,0,0
CHRM3,1131,1,0,0,0,1,0,0,0,0,0
PARK7,11315,0,1,1,0,0,0,0,0,0,1
RYK,6259,1,1,0,0,0,1,0,0,0,0
PPP1R15A,23645,1,1,1,0,1,0,0,0,0,0
GIPR,2696,0,1,0,0,0,0,0,0,0,0
GRLF1,2909,0,0,0,0,0,0,0,0,0,0
IGFBP3,3486,1,1,1,0,0,1,1,0,0,0
BCL9,607,0,0,0,0,0,0,0,0,0,1
CDX1,1044,0,0,0,0,0,0,0,0,0,0
TNFRSF10D,8793,1,0,1,0,0,0,0,1,0,1
TNFSF14,8740,1,1,1,0,0,1,0,1,0,0
TNFRSF6B,8771,1,0,1,0,0,0,0,1,0,1
MASP2,10747,0,0,0,0,0,0,0,1,0,0
PKN3,29941,0,0,0,0,0,1,0,0,0,0
NFAT5,10725,0,0,0,0,0,0,0,0,0,0
RUNX1,861,1,0,0,0,1,0,0,0,0,0
IL9R,3581,1,0,0,0,0,0,0,0,0,0
CERK,64781,0,0,0,0,0,0,0,0,0,0
FGG,2266,0,1,1,0,1,1,0,0,0,1
PPFIA1,8500,0,0,0,0,0,1,0,0,0,0
HES6,55502,0,0,0,0,0,0,0,0,0,0
GALR3,8484,0,0,0,0,0,0,0,0,0,0
MFGE8,4240,1,0,0,0,1,1,0,1,0,0
UBTD2,92181,0,0,0,0,0,0,0,0,0,0
CA1,759,0,0,0,0,0,0,0,0,0,0
SEMA3E,9723,1,1,0,0,1,1,0,0,0,0
PTN,5764,1,1,1,0,1,1,1,0,0,0
PTPRZ1,5803,1,1,0,0,0,1,0,0,0,0
HMGN1,3150,0,0,0,0,0,0,0,0,1,0
COL4A3,1285,1,1,1,0,1,1,0,0,0,0
CSN1S1,1446,0,0,0,0,0,0,0,0,0,0
ANK1,286,0,0,0,0,0,1,0,0,0,0
SERPINF1,5176,1,1,0,0,1,1,0,0,0,1
HN1L,90861,0,0,0,0,0,0,0,0,0,0
TBC1D20,128637,0,0,0,0,0,1,0,0,0,0
RAB1A,5861,0,0,0,0,0,1,0,1,0,0
H19,283120,0,0,0,0,0,0,0,0,0,0
POLA1,5422,1,0,0,1,0,0,0,0,1,0
GPBP1L1,60313,0,0,0,0,0,0,0,0,0,0
CFM2,23727,0,0,0,0,0,0,0,0,0,0
EPHB6,2051,1,0,0,0,0,1,0,1,0,1
PABPC1,26986,0,0,0,0,0,0,0,0,0,0
HP,3240,0,0,0,0,0,0,0,1,0,1
RPA4,29935,1,0,0,0,0,0,0,0,1,0
CTGF,1490,1,0,1,0,1,1,0,0,0,0
TIFA,92610,0,0,0,0,0,0,0,0,0,0
CXCL16,58191,1,0,0,0,0,1,0,1,0,0
HBG2,3048,0,0,0,0,0,0,0,0,0,1
CIR1,9541,0,0,0,0,0,0,0,0,0,0
GPHB5,122876,0,0,0,0,0,0,0,0,0,0
SLC22A11,55867,0,0,0,0,0,0,0,0,0,0
PIK3AP1,118788,0,1,0,0,0,0,0,1,0,1
GADD45G,10912,1,0,1,0,0,0,0,0,0,0
LIN7A,8825,0,0,0,0,0,1,0,0,0,0
PPP1R3B,79660,0,0,0,0,0,0,1,0,0,0
IL32,9235,0,0,0,0,0,1,0,1,0,0
PCF11,51585,0,0,0,0,0,0,0,0,0,0
